instr,time,Record,Mode,Flags,CN,ST,LT,CNT,PM,RP
instr,time,Record,Mode,Flags,CN,ST,LT,CNT,PM,RP
CPC,2013-07-11 20:52:39,0,303,10,9.998,6068,1004,120
CPC,2013-07-11 20:52:49,100,304,10,9.999,6092,1002,120
CPC,2013-07-11 20:52:59,0,317,10,9.999,6345,1006,120
CPC,2013-07-11 20:53:09,0,306,10,9.999,6138,1010,120
CPC,2013-07-11 20:53:19,0,305,10,9.999,6108,1007,120
CPC,2013-07-11 20:53:29,0,312,10,9.998,6240,1005,120
CPC,2013-07-11 20:53:39,0,308,10,9.999,6169,1007,120
CPC,2013-07-11 20:53:49,0,301,10,9.998,6036,1006,120
CPC,2013-07-11 20:53:59,0,312,10,9.999,6258,1008,120
CPC,2013-07-11 20:54:09,0,298,10,9.998,5973,1007,120
